id,title,artists,releasename,releaseyear,releaseurl,cd,track,volume,spotify_id
2404,Ich Zieh' Mich Vor Dir Aus,Etwas,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,1,17,43,2JLxuNHryt7KvstKxDxZEc
2405,Trailer Fabulous,Brooks Buford,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,1,18,43,7LyBijjHIOoO8CSxVwVRKM
2406,Ich Bin Müde,Fettes Brot,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,1,19,43,2glnm804XYo4T9Wy4oPCmE
2407,Shake Baby Shake,Seeed,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,1,20,43,0E6NCPfUh8skD49p9ZRSVS
2408,First Day Of My Life,The Rasmus,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,1,43,0eBryM7ePQH3Klt3jz8xZd
2409,Angel Of Berlin,Martin Kesici,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,2,43,6NQpQ0VZnEHDsdxeQXl9ML
2410,Buried Alive By Love,HIM,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,3,43,5nLlyjxJDgLNsAZVYHVxuT
2411,Seemann,Apocalyptica,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,4,43,7LQ1G6zaXDwQH7bp3RtzIY
2412,I Believe In Miracles,Gracia,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,5,43,51VBSWvVy3UD3H2nluQyNQ
2413,Someday,Nickelback,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,6,43,7hm4HTk9encxT0LYC0J6oI
2414,This Is The New *Hit,Marilyn Manson,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,7,43,11uqpRnGv3OCEou0kUrZWA
2415,Spirit In The Sky,Gareth Gates,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,8,43,0jvN7eQJJt4nxQzgQfZ1SP
2416,A Forest,Blank & Jones,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,9,43,3O4TPMOgChXOerSdB5WENH
2417,Ooops Up,"Snap!,DJ Tomekk",Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,10,43,6825upeGpYA3rrEosDKsGR
2418,Liebe,Schiller,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,11,43,6GzMz3s0K1YKwRVI36CgRx
2419,Shallow Water,Sylver,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,12,43,3tWQU3TEJ9PLYWVgQfsrMG
2420,I'll Be There (Radio Remix),Before Four,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,13,43,1U05PDm2rEYXbUng6vc8mS
2421,Senorita,Justin Timberlake,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,14,43,6v3KW9xbzN5yKLt9YKDYA2
2422,Business,Eminem,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,15,43,0x60P5taxdI5pcGbqbap6S
2423,Thoia Thoing,R. Kelly,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,16,43,5uj2AfrbHQREGXVxhqhvyU
2424,Guantanamo,Outlandish,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,17,43,2lVnEPE8ef0KeAeHPiP3Il
2425,Dreifach Schön,Virginia Jetzt!,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,18,43,5PYOBPOVOgAeVhxXSVpaMp
2426,Love Is On Our Side,The Frank Popp Ensemble,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,19,43,6NFqgFJZZhEcyuwVZcS2dh
2427,Suzanna,Hermes House Band,Bravo Hits 43,2003,https://api.discogs.com/releases/671436,2,20,43,4CpkKi23V5U6fd419XNQnG
2428,Just One Last Dance,Sarah Connor,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,1,44,0Gb4iPodKR0hLCyq0Swndh
2429,Toxic,Britney Spears,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,2,44,6I9VzXrHxO9rA9A5euc8Ak
2430,Shut Up,Black Eyed Peas,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,3,44,3hxIUxnT27p5WcmjGUXNwx
2431,Turn Me On,Kevin Lyttle,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,4,44,1qzHqfvKrZWo6dVHM1dXrj
2432,Der Letzte Stern,Overground,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,5,44,4jrugkScItMRyYvCCIjZX7
2433,Du Hast Mein Herz Gebrochen,Yvonne Catterfeld,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,6,44,5JGxicqcoSQcsxRgnDaJel
2434,Behind The Sun,Alexander Klaws,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,7,44,0dhKGbQFIUnfjozzISQvuj
2435,Undone,Patrick Nuo,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,8,44,5WhtlIoxoZrMmuaWWEQhwV
2436,It's Over Now,Natasha Thomas,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,9,44,769geiA8btidGHda4BBDOJ
2437,Bal Privé,Preluders,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,10,44,2DMf1523z331yE6U5faD4s
2438,No Eternity,Jeanette Biedermann,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,11,44,1Rgl2okDh9S2BkiXPOwV3a
2439,Sweet Lie,Mission Belle,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,12,44,1ciemDCppxQbYhXzqMoBV0
2440,Walou,Outlandish,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,13,44,2b5en7z8kPeI2dD2e7r5jJ
2441,Das Leben Ist Hart,Juan,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,14,44,6hVd4m6PNQNSjMC53Znpw8
2442,Señorita,Eko Fresh,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,15,44,6v3KW9xbzN5yKLt9YKDYA2
2443,Die Besten Tage Sind Gezählt,Kool Savas,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,16,44,2HiHyWWEsDAUb2hG5upL8L
2444,Make Y'All Bounce,Raptile,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,17,44,5jZfGxZDayFA1HzYmyOG3a
2445,I'm Still In Love With You,Sean Paul,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,18,44,2enTPPIhZp4zyEHe3QkIPQ
2446,Milkshake,Kelis,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,19,44,6OYt65uojulET7Kv7BRRrP
2447,"Me, Myself And I",Beyoncé,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,1,20,44,6XsT5UGfpaFeHQf5LRIy4W
2448,Augen Auf!,OOMPH!,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,1,44,3Wcn9qe6m0Hrq117DZCMEQ
2449,Friss Oder Stirb,Die Toten Hosen,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,2,44,4cufaIRoxRITt0c6w1jHRT
2450,Running Up That Hill,Within Temptation,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,3,44,29d0nY7TzCoi22XBqDQkiP
2451,Solitary Man,HIM,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,4,44,1DB3WlSUvmcMUzjAr1J8TS
2452,Mad World,Michael Andrews,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,5,44,0Qv7xi6uPSqH2k82tOkGSt
2453,Take Me To The Clouds Above,"LMC,U2",Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,6,44,32oXKIfBzWPAxLQMK9hHZ3
2454,Crush,Paul van Dyk,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,7,44,3VA4sjTMSTTF02hFGmlpJh
2455,Is It 'Cos I'm Cool?,Mousse T.,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,8,44,4XAoLL2pLSxyNy4kdxGIHn
2456,Conscious,Kai Tracid,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,9,44,1i5XRu1L0x7gIg9UGKqizL
2457,Only If I,Kate Ryan,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,10,44,4bxdEBGfKbQvw85CyDvRyD
2458,She's So High,Kurt Nilsen,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,11,44,7mnGQesk1TzQLzQ9bYWZPR
2459,Sensational,Martin Kesici,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,12,44,5zBNXwzSckDwBtU9RyjQhy
2460,Hooray,Frameless,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,13,44,1J9gyIdeUgocyMnD5xU55d
2461,Willkommen,Nord,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,14,44,6VcHG5c12qcSgZwUqMF6mx
2462,Siehst Du Das Genau So ?,Sportfreunde Stiller,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,15,44,62CfTlRvCvxjmudOCyU3Sy
2463,Be The One For Me,Dick Brave & The Backbeats,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,16,44,1JO1xLtVc8mWhIoE3YaCL0
2464,If The Gods (May Know Your Name),Black Milk,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,17,44,3MTkOwBjNhY88ZDoYCA9hE
2465,God Is A DJ,P!NK,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,18,44,4k1ffvQabEZP9dxwhCkxY9
2466,Get It Together,Seal,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,19,44,7y6c07pgjZvtHI9kuMVqk1
2467,Liebe Ist Alles,Rosenstolz,Bravo Hits 44,2004,https://api.discogs.com/releases/1995842,2,20,44,6EatiOQBv70o94sr2oTHLB
2468,Left Outside Alone (Radio Edit),Anastacia,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,1,45,5lZFrdQ83W5pwhvdMQr0dc
2469,F**k It (I Don't Want You Back) (Clean Version),Eamon,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,2,45,1p5kC161fWMA2QlwV3Vi4W
2470,Suga Suga (Album Version),Baby Bash,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,3,45,1mJ05BN0So26a14iib85aI
2471,Hotter Than You Know (Radio),Preluders,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,4,45,5j5lgATTOtihlJkojqltxq
2472,Breathe Easy (Album Edit),Blue,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,5,45,1XhL58xsHD5R8AnOzJJO0T
2473,Dramaqueen,Vany,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,6,45,46ScWCRPChLLX6yq6ebyjM
2474,Mein Block (Beathoavenz Remix),Sido,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,7,45,0n0aAFwMUMuYfsHiJnIlHS
2475,Get Low,Lil' Jon & The East Side Boyz,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,8,45,0r2Bul2NuCViraT2zX1l5j
2476,L.O.V.E.,L.O.V.E.,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,9,45,7H2TYuu6OmqkxQD3LIZRC7
2477,OK,"Melbeatz,Kool Savas,Samy Deluxe",Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,10,45,0OWhKvvsHptt6vnnNUSM9a
2478,Party (Radio Mix),"DJ Tomekk,Lil'O,Said Askar",Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,11,45,5p7X5UShK511o5FWIWs8oZ
2479,What's Your Number (Explicit Album Version),Cypress Hill,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,12,45,7s7Xx0KGqk6TCGfh1LJaDf
2480,Flip Reverse (Radio Edit),Blazin' Squad,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,13,45,78a62NA9J7ZpmPgFUCWD0D
2481,Try (Radio Edit),Nelly Furtado,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,14,45,3MWlv4hkRW5BFnIXOwlGyB
2482,U Build Me Up (Video Mix),Bro'Sis,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,15,45,6sPOmDulFtLzfX25zICNrC
2483,Hang On,Martin Kesici,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,16,45,6KIS5YIZAyeiFNx1aE1OhY
2484,This Is My Life (Radio Edit),Elli,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,17,45,51uagpHefz7bpS9Bv35c42
2485,Last To Know (Dirty Version),P!NK,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,18,45,1o4Pf2GIMDCD7ifIM2yI77
2486,Naughty Girl (Album Version),Beyoncé,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,19,45,0YGQ3hZcRLC5YX7o0hdmHg
2487,Hey Mama (Full Version),Black Eyed Peas,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,1,20,45,1B8DCatQsvk6UxP95URSjZ
2488,Can't Wait Until Tonight (Radio Version),Max Mutzke,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,1,45,1hukvqQ7AHU4A9PeWa4W53
2489,Nemo,Nightwish,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,2,45,7jSQaXLzpLHjSQTev2krvT
2490,Here Without You (Album Version),3 Doors Down,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,3,45,78Sw5GDo6AlGwTwanjXbGh
2491,Brennende Liebe (Transporterraum Remix Edit),"OOMPH!,L'Âme Immortelle",Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,4,45,4CCLVW7kCXSA8nLbl1lYYs
2492,Vorbei,Christina Stürmer,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,5,45,3bJsKyyPe365OVFQBSfEVx
2493,Perfekte Welle,Juli,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,6,45,2LV5joNDrsyuXEh4FBARVK
2494,Fit But You Know It (Radio Edit),The Streets,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,7,45,2Bg819yRYC9rXTU55eRdzt
2495,Stop Playing God,Exilia,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,8,45,63rfUU85m9uPI4EDs9cK9X
2496,True,Jelena Jakopin,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,9,45,06JvOZ39sK8D8SqiqfaxDU
2497,No Yes No,Pet,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,10,45,0ciLo7Ntd7Gfc0rQRTgkSG
2498,Bang Bang (Radio Version),"Toktok,Nena Kerner",Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,11,45,0LUwe0PKdjLtAoq4uRIGzT
2499,Set Me Free (Empty Rooms) (Radio Version),"Jam & Spoon,Rea Garvey",Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,12,45,2IrdmiRatVE5s3l2YRcIXH
2500,Mind Of The Wonderful (Short Cut),"Blank & Jones,Elles De Graaf",Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,13,45,1FcD0Y5nvjjzsyBE4OmeaJ
2501,Araba (Single Version),Mustafa Sandal,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,14,45,0xwn7cKeWcvOZlDz3s3sbb
2502,Love Comes Again (Radio Edit),"DJ Tiësto,BT",Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,15,45,1HWRLi6BYSNcqeEmmfyTen
2503,Live 4 Music (Original Edit),DJ Shog,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,16,45,4YMwDhnz4tOxw3c4AV3wiB
2504,Marrakech (Airplay Mix),ATB,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,17,45,7udgb74UVRknbAHbGLytUI
2505,7 Years And 50 Days,Groove Coverage,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,18,45,54nevpMw7t2LNuH6kikd9F
2506,Dragostea Din Tei (Original Romania Version),O-Zone,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,19,45,6gbQUo6PAVgOMdiikQkUDR
2507,Vielleicht (Radio Edit),Söhne Mannheims,Bravo Hits 45,2004,https://api.discogs.com/releases/1995843,2,20,45,40kZZxVGvf2jYaInsw2lPA
2508,Forca,Nelly Furtado,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,1,46,6sKopGG4r21ObTE8V6pD6x
2509,Veo Veo,Hot Banditoz,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,2,46,7KsP7pBxLzQhN9gXRCtaQh
2510,Chocolate (Choco Choco),Soul Control,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,3,46,7n7IHAFV0pMwiXIpXOfYIc
2511,Move Ya Body,Nina Sky,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,4,46,2ndnVdR8si7CW9T8vJRHyW
2512,Shorty DooWop,"Baby Bash,Perla Cruz,Russell Lee",Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,5,46,6brGEL5xDlBWnjyVW22typ
2513,Trick Me,Kelis,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,6,46,2qib0282oGZPZWyJHqJaVi
2514,Roses,Outkast,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,7,46,3vv9phIu6Y1vX3jcqaGz5Z
2515,Let's Get It Started,Black Eyed Peas,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,8,46,4hfIVhq0F0zFUcrbecsYmo
2516,Troy,Die Fantastischen Vier,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,9,46,3afkJSKX0EAMsJXTZnDXXJ
2517,Fuffies Im Club,Sido,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,10,46,1A0b0yR0quuBByKQzASAvf
2518,Da Unbeatables,"Raptile,Valezka",Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,11,46,3GMMPq2UBCYrfkiJ8YkPKH
2519,Get It On,Dante Thomas,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,12,46,0AcLrSfAEBQcUnHOTm5pXg
2520,Space-Taxi,"Stefan Raab,Spucky, Kork & Schrotty",Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,13,46,76xijaUploaKlG7fP5k9GM
2521,This Is The World We Live In,Alcazar,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,14,46,6HuwtnWUE0Y7MKUvoOyb2F
2522,Jukebox,Bent Fabric,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,15,46,2gAGWaK4wvt2xrFUlR4mK8
2523,Dance The Jamba Hippo,Le Zoo,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,16,46,74Bs2gsJGcrwFViQqKoRAR
2524,Girl (Uhh Uhh Yeah Yeah),Aquagen,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,17,46,4aRTZsrzRTBxdII2BfagzB
2525,La Promesse,Kate Ryan,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,18,46,1Rr6BfwAQG78DPFbc4WYtf
2526,Perfect Silence,"Blank & Jones,Bobo",Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,19,46,45LK1cxpbM4nTPP9lVxpB5
2527,Dragostea Din Tei,Haiducii,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,20,46,4nnHlGaBwJHb1rBetqj0Yl
2528,She,Groove Coverage,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,1,21,46,0SA0mMXWh23raZ6xzOCU2V
2529,Everytime,Britney Spears,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,1,46,5YJtMNWKe55yr49cyJgxva
2530,Aus Und Vorbei,Overground,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,2,46,34CbNLbR6627FJy2M6NKd5
2531,Leave (Get Out),JoJo,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,3,46,3DOxMCaNBNvnjSzpHUSjE3
2532,This Love,Maroon 5,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,4,46,6ECp64rv50XVz93WvxXMGF
2533,We Are,Ana Johnsson,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,5,46,7a86XRg84qjasly9f6bPSD
2534,Wir Sind Wir,"Paul van Dyk,Peter Heppner",Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,6,46,1FZopiFmd0jwRKmgcL0QyS
2535,Hold The Line,Jeanette Biedermann,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,7,46,4aVuWgvD0X63hcOCnZtNFA
2536,Durch Die Nacht,Silbermond,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,8,46,6ERqwiMCYA4LArHLw2RRgw
2537,Tage Und Stunden,"Bintia,Xavier Naidoo",Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,9,46,7fFRaoV2fPYIU0izXtjaXe
2538,Ich Will Mich Verlieben,Rosenstolz,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,10,46,41QkowCouGplCNrn1SnXoE
2539,I Try,Frameless,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,11,46,5TAf4lnZCZTLlZHNZMLFLi
2540,In My Dream,Elli,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,12,46,4ubg38wkWizzLsQwLuE6rM
2541,White Trash Beautiful,Everlast,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,13,46,7e1xwG8jnFyCWtHXt0P4AM
2542,Don't Say Nuthin',The Roots,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,14,46,1f6CFsufAwVPHrcNdlACRQ
2543,Dip It Low,Christina Milian,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,15,46,4L55p6txv9vuCWhpNnY6eY
2544,Neue Männer Braucht Das Land,L.O.V.E.,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,16,46,3OQFhcQYcCUGVExGaNPrUf
2545,Fuck You All,Melendiz,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,17,46,1GCbc1vpkZA2zhjsSFhmHT
2546,Save Your Kisses For Me,Natasha Thomas,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,18,46,3Egto4BiPhrim1EdRERwht
2547,Chocolate,Kylie Minogue,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,19,46,44Ljlpy44mHvLJxcYUvTK0
2548,Maybe,Emma Bunton,Bravo Hits 46,2004,https://api.discogs.com/releases/2840911,2,20,46,2U8cfJ5vwlKGqb8orEyNRh
2549,Obsesion,Aventura,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,1,47,65H6t1WQBim6q93yM8fEwn
2550,Break My Stride,Blue Lagoon,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,2,47,1mCsF9Tw4AkIZOjvZbZZdT
2551,Superior,Gentleman,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,3,47,5ZBIcXCuSKMbVEImXkReA8
2552,When The Indians Cry,Vanilla Ninja,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,4,47,2QpHfSZfXk5TctGYQvYczA
2553,Dein Leben,Söhne Mannheims,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,5,47,6LniGF27XYSIXk5PlLR1tl
2554,Perfekte Welle,Juli,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,6,47,2LV5joNDrsyuXEh4FBARVK
2555,Willkommen,Rosenstolz,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,7,47,6VcHG5c12qcSgZwUqMF6mx
2556,Sick And Tired,Anastacia,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,8,47,0DILU9jjSTnCv1dcbUH3ib
2557,Pop Muzak,"Mousse T.,Roachford",Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,9,47,1Pj1yem5MHPG98kM3ActUH
2558,The Reason,Hoobastank,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,10,47,77loZpT5Y5PRP1S451P9Yz
2559,Guilty,The Rasmus,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,11,47,0786SEGaoRwUlb1hSNfIjG
2560,Egotrippin',Martin Kesici,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,12,47,7iUFYdCvbUSY8y9t8fYWwg
2561,Where,Lucy Diakovska,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,13,47,5WQQIDU3HRaMyPkob8mpFb
2562,U Gonna Get It,Ashana,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,14,47,0C20ufZxH7qftYoJXPjRX8
2563,No Toy,Jelena Jakopin,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,15,47,6Qj5ZSpc0JCV5zlyfuNqIf
2564,Fairyland,Angelzoom,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,16,47,2jbg6xqB4lbWaUu4L6yorK
2565,Wish I Had An Angel,Nightwish,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,17,47,4GCFX86ToOj0PYaoHggZyk
2566,5 Jahre,L'Âme Immortelle,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,18,47,7f0QJlmMfq5XXCL1UadBOQ
2567,Sex Hat Keine Macht,OOMPH!,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,19,47,4Ruu7Rn16q2HAie75Y6N9f
2568,Ich Bin Die Sehnsucht In Dir,Die Toten Hosen,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,20,47,4VaZAeRjxtXW2htt3xvdiT
2569,Amerika,Rammstein,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,1,21,47,33ayEZDfgARpadIdqo87JQ
2570,Tipsy,J-Kwon,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,1,47,0jSMveIWvnhDIvzqN74Uc7
2571,Bubblin',"Blue,L.A.D.É",Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,2,47,6BvtitRX5lQC87YlA6rq0n
2572,"Blah, Blah, Blah",Vanessa S.,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,3,47,7lWUJpax919G4JdaFEVmCy
2573,1ste Liebe,Max Herre,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,4,47,46bB4EEa57nUymAqRwVbSl
2574,Warum,"Samy Deluxe,Vibe",Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,5,47,6HGleB7bjIUe6TtPK6JlIi
2575,Baby It's You,JoJo,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,6,47,28IahcgGKn8QtXyag8SmX8
2576,I Believe (Hearsay R'n'B Mix),Yvonne Catterfeld,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,7,47,2p6Js7gBP9xK0Oe32OKry0
2577,Here I Am (Unplugged Version),Alexander Klaws,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,8,47,18Bgya13bGqmHGLRdyaBdu
2578,Tell Me,Sandy Mölling,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,9,47,62x5q8OrmPpmlA8PpjrQt3
2579,Känguru Dance,"Volker Rosin,Chris Rabatz",Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,10,47,6eRtrNVD80fOp8Kq3F1hsM
2580,Despre Tine,O-Zone,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,11,47,4uQcgpptWmL2TrIqYMLat5
2581,Chucu Chucu (El Tren),Hot Banditoz,Bravo Hits 47,2004,https://api.discogs.com/releases/4855291,2,12,47,4Qh9I1d3Bm7zSzdg18bTTB
