id,title,volume,resource_url,year
20904043,Bravo Hits 60,60,https://api.discogs.com/releases/20904043,2008
4858052,Bravo Hits 61,61,https://api.discogs.com/releases/4858052,2008
3788491,Bravo Hits 62,62,https://api.discogs.com/releases/3788491,2008
7460342,Bravo Hits 63,63,https://api.discogs.com/releases/7460342,2008
2865992,Bravo Hits 64,64,https://api.discogs.com/releases/2865992,2009
21540799,Bravo Hits 65,65,https://api.discogs.com/releases/21540799,2009
2197331,Bravo Hits 66,66,https://api.discogs.com/releases/2197331,2009
1970683,Bravo Hits 67,67,https://api.discogs.com/releases/1970683,2009
17852872,Bravo Hits 68,68,https://api.discogs.com/releases/17852872,2010
2259909,Bravo Hits 69,69,https://api.discogs.com/releases/2259909,2010
716315,Bravo Hits 7,7,https://api.discogs.com/releases/716315,1994
17624326,Bravo Hits 70,70,https://api.discogs.com/releases/17624326,2010
2864112,Bravo Hits 71,71,https://api.discogs.com/releases/2864112,2010
4880082,Bravo Hits 72,72,https://api.discogs.com/releases/4880082,2011
2855904,Bravo Hits 73,73,https://api.discogs.com/releases/2855904,2011
10566790,Bravo Hits 74,74,https://api.discogs.com/releases/10566790,2011
4880108,Bravo Hits 75,75,https://api.discogs.com/releases/4880108,2011
20239957,Bravo Hits 76,76,https://api.discogs.com/releases/20239957,2012
11661177,Bravo Hits 77,77,https://api.discogs.com/releases/11661177,2012
21068458,Bravo Hits 78,78,https://api.discogs.com/releases/21068458,2012
4140427,Bravo Hits 79,79,https://api.discogs.com/releases/4140427,2012
22962887,Bravo Hits 8,8,https://api.discogs.com/releases/22962887,1994
5046879,Bravo Hits 80,80,https://api.discogs.com/releases/5046879,2013
5046896,Bravo Hits 81,81,https://api.discogs.com/releases/5046896,2013
25633738,Bravo Hits 82,82,https://api.discogs.com/releases/25633738,2013
5821331,Bravo Hits 83,83,https://api.discogs.com/releases/5821331,2013
20326744,Bravo Hits 84,84,https://api.discogs.com/releases/20326744,2014
20327128,Bravo Hits 85,85,https://api.discogs.com/releases/20327128,2014
6647922,Bravo Hits 86,86,https://api.discogs.com/releases/6647922,2014
13506674,Bravo Hits 87,87,https://api.discogs.com/releases/13506674,2014
6654210,Bravo Hits 88,88,https://api.discogs.com/releases/6654210,2015
6992351,Bravo Hits 89,89,https://api.discogs.com/releases/6992351,2015
15131001,Bravo Hits 9,9,https://api.discogs.com/releases/15131001,1995
21197935,Bravo Hits 90,90,https://api.discogs.com/releases/21197935,2015
21198112,Bravo Hits 91,91,https://api.discogs.com/releases/21198112,2015
21186142,Bravo Hits 92,92,https://api.discogs.com/releases/21186142,2016
21181510,Bravo Hits 93,93,https://api.discogs.com/releases/21181510,2016
21175549,Bravo Hits 94,94,https://api.discogs.com/releases/21175549,2016
9201465,Bravo Hits 95,95,https://api.discogs.com/releases/9201465,2016
9880294,Bravo Hits 96,96,https://api.discogs.com/releases/9880294,2017
10218040,Bravo Hits 97,97,https://api.discogs.com/releases/10218040,2017
10744470,Bravo Hits 98,98,https://api.discogs.com/releases/10744470,2017
11064874,Bravo Hits 99,99,https://api.discogs.com/releases/11064874,2017
